Month,Day,Hour,mu_t,sigma_t,count
4,11,16,21.866666666666667,9.379816223197146,15
4,11,17,21.266666666666666,10.166237305531528,15
4,11,18,17.866666666666667,11.230485720742871,15
4,11,19,16.6,8.270429251254134,15
4,11,20,13.0,6.301927142889365,15
4,11,21,13.2,6.4829446572195435,15
4,11,22,14.666666666666666,7.108010236614008,15
4,11,23,17.4,7.935453898261181,15
4,12,0,17.466666666666665,7.414914185676889,15
4,12,1,17.533333333333335,7.27880157587445,15
4,12,2,18.133333333333333,7.049484952479727,15
4,12,3,20.6,7.707139547199079,15
4,12,4,19.666666666666668,7.077798958379512,15
4,12,5,20.133333333333333,8.122866020128141,15
4,12,6,19.933333333333334,7.64821796860145,15
4,12,7,18.933333333333334,9.475281124111959,15
4,12,8,20.4,11.59926106020798,15
4,12,9,20.8,12.946041866145807,15
4,12,10,20.2,15.119523802024982,15
4,12,11,19.266666666666666,14.444310133685695,15
4,12,12,22.333333333333332,12.222150071937113,15
4,12,13,23.266666666666666,12.71931414742762,15
4,12,14,22.866666666666667,11.825315862085683,15
4,12,15,23.733333333333334,11.658636692332836,15
4,12,16,20.666666666666668,11.443442705426586,15
4,12,17,21.0,9.149551120917666,15
4,12,18,20.4,9.194718981179204,15
4,12,19,17.066666666666666,7.294485849566357,15
4,12,20,13.8,7.930051341934319,15
4,12,21,14.6,7.414271951542414,15
4,12,22,16.066666666666666,7.76867948575438,15
4,12,23,15.933333333333334,9.184355227906908,15
4,13,0,15.666666666666666,8.516091211571746,15
4,13,1,17.266666666666666,8.206849636272189,15
4,13,2,20.133333333333333,8.288259050924875,15
4,13,3,19.666666666666668,9.22470802222152,15
4,13,4,19.266666666666666,10.159208818088336,15
4,13,5,18.333333333333332,9.286446857549729,15
4,13,6,17.266666666666666,9.035380193334161,15
4,13,7,18.2,11.742474793914369,15
4,13,8,17.066666666666666,11.354462097510808,15
4,13,9,17.333333333333332,10.519822558706334,15
4,13,10,20.133333333333333,10.75617209304677,15
4,13,11,19.8,9.064845755523288,15
4,13,12,22.266666666666666,12.702455705586262,15
4,13,13,21.466666666666665,7.288608202106183,15
4,13,14,23.333333333333332,10.807845474909596,15
4,13,15,23.666666666666668,12.257165057144952,15
4,13,16,23.733333333333334,13.084705721166365,15
4,13,17,21.8,9.37473809157964,15
4,13,18,21.933333333333334,12.097618813319459,15
4,13,19,19.4,9.825622481189534,15
4,13,20,16.4,7.048809423279529,15
4,13,21,14.066666666666666,9.066946774384629,15
4,13,22,13.071428571428571,6.450572851297015,14
4,13,23,16.666666666666668,8.566268287939176,15
4,14,0,15.466666666666667,5.629852404391975,15
4,14,1,14.733333333333333,5.2842983946603095,15
4,14,2,15.0,6.047431568147635,15
4,14,3,14.0,6.622472563713862,15
4,14,4,15.533333333333333,6.081196624098943,15
4,14,5,15.733333333333333,6.54071497475256,15
4,14,6,15.933333333333334,6.584252497617398,15
4,14,7,14.466666666666667,7.268981719477305,15
4,14,8,15.866666666666667,8.492573786774509,15
4,14,9,18.333333333333332,10.21669968145058,15
4,14,10,20.666666666666668,9.983319421247957,15
4,14,11,20.6,8.76519089515861,15
4,14,12,24.933333333333334,10.693567269736556,15
4,14,13,22.666666666666668,8.406346808612328,15
4,14,14,23.533333333333335,11.488296321950978,15
4,14,15,24.933333333333334,15.503302259595564,15
4,14,16,24.733333333333334,12.792110663924669,15
4,14,17,24.133333333333333,13.436978118326342,15
4,14,18,23.8,13.219033895972018,15
4,14,19,23.333333333333332,13.636435786244915,15
4,14,20,17.8,11.30233856964377,15
4,14,21,16.642857142857142,10.035376983890101,14
4,14,22,14.933333333333334,12.121213203463155,15
4,14,23,15.6,13.004394861518382,15
4,15,0,16.133333333333333,11.630419883506644,15
4,15,1,14.6,8.279061368467874,15
4,15,2,16.266666666666666,7.685484153042452,15
4,15,3,14.8,8.35121890162491,15
4,15,4,15.733333333333333,9.407190765326176,15
4,15,5,15.666666666666666,9.08426163889006,15
4,15,6,15.733333333333333,8.851688028414747,15
4,15,7,14.533333333333333,7.670599405398202,15
4,15,8,17.0,8.400680244565232,15
4,15,9,21.266666666666666,10.081572061841111,15
4,15,10,23.466666666666665,12.31646207704299,15
4,15,11,22.333333333333332,11.944315244779277,15
4,15,12,22.466666666666665,10.01332445627658,15
4,15,13,23.466666666666665,11.843422928641308,15
4,15,14,24.4,10.32887768761516,15
4,15,15,23.333333333333332,10.444866590590713,15
4,15,16,23.6,12.362385345416612,15
4,15,17,24.733333333333334,10.55236376137503,15
4,15,18,22.466666666666665,10.020455269573525,15
4,15,19,20.466666666666665,8.348367391007542,15
4,15,20,17.0,6.279217421667403,15
4,15,21,15.733333333333333,7.478222350519507,15
4,15,22,17.0,7.171371656006362,15
4,15,23,16.4,8.373427357676528,15
4,16,0,16.333333333333332,8.8935503650251,15
4,16,1,16.0,7.681145747868608,15
4,16,2,14.333333333333334,9.574271077563381,15
4,16,3,16.066666666666666,8.319226154488398,15
4,16,4,18.0,8.323804075404123,15
4,16,5,17.533333333333335,8.838767421072324,15
4,16,6,17.533333333333335,8.492573786774509,15
4,16,7,16.266666666666666,6.363586889108853,15
4,16,8,17.333333333333332,8.355209381548963,15
4,16,9,17.466666666666665,7.029190836043918,15
4,16,10,17.333333333333332,7.640742920747456,15
4,16,11,17.866666666666667,9.062218796950862,15
4,16,12,17.933333333333334,7.516331425319009,15
4,16,13,16.2,9.578249168969094,15
4,16,14,17.933333333333334,8.955976987996554,15
4,16,15,16.866666666666667,9.303353210127034,15
4,16,16,19.2,8.528942322636327,15
4,16,17,18.066666666666666,9.55784394894481,15
4,16,18,17.666666666666668,6.586421819239364,15
