datetime,Year,Month,Day,Hour,Wind Spd (km/h),mu_t,sigma_t,y_t
2003-09-08 16:00:00,2003,9,8,16,7.0,23.6,12.368161891381781,-1.3421557823856585
2003-09-08 17:00:00,2003,9,8,17,13.0,22.333333333333332,10.668154658117954,-0.8748779552264095
2003-09-08 18:00:00,2003,9,8,18,13.0,21.733333333333334,10.673509709735104,-0.8182250797380948
2003-09-08 19:00:00,2003,9,8,19,13.0,17.6,9.919677414109795,-0.46372475716366945
2003-09-08 20:00:00,2003,9,8,20,30.0,16.333333333333332,8.86942313043338,1.5408743574057993
2003-09-08 21:00:00,2003,9,8,21,22.0,16.133333333333333,4.240395309514477,1.3835188086127748
2003-09-08 22:00:00,2003,9,8,22,26.0,16.933333333333334,5.324695385877107,1.7027578123463236
2003-09-08 23:00:00,2003,9,8,23,22.0,17.6,5.2345009313209605,0.8405767918909568
2003-09-09 00:00:00,2003,9,9,0,19.0,19.4,10.24555652814568,-0.03904131502287398
2003-09-09 01:00:00,2003,9,9,1,24.0,17.0,7.201190377787748,0.9720615110512388
2003-09-09 02:00:00,2003,9,9,2,26.0,19.2,7.4277472070223665,0.9154861912332074
2003-09-09 03:00:00,2003,9,9,3,24.0,18.133333333333333,9.402633876181918,0.6239386478216161
2003-09-09 04:00:00,2003,9,9,4,24.0,17.466666666666665,7.069720813508294,0.9241289020706348
2003-09-09 05:00:00,2003,9,9,5,30.0,17.466666666666665,8.903182951431845,1.407736244633463
2003-09-09 06:00:00,2003,9,9,6,28.0,18.533333333333335,7.954034615631658,1.190171670621386
2003-09-09 07:00:00,2003,9,9,7,26.0,18.0,7.828519290754433,1.0219046160425367
2003-09-09 08:00:00,2003,9,9,8,30.0,18.133333333333333,9.272591459832162,1.2797573060424101
2003-09-09 09:00:00,2003,9,9,9,28.0,20.2,8.31693624909008,0.9378453515082991
2003-09-09 10:00:00,2003,9,9,10,30.0,20.0,8.044518985886334,1.243082404000096
2003-09-09 11:00:00,2003,9,9,11,35.0,20.333333333333332,9.559338490761396,1.5342763184755137
2003-09-09 12:00:00,2003,9,9,12,32.0,19.666666666666668,11.733143937865362,1.0511533309952015
2003-09-09 13:00:00,2003,9,9,13,33.0,21.466666666666665,10.493989209247813,1.0990418518030876
2003-09-09 14:00:00,2003,9,9,14,44.0,21.866666666666667,12.099980322691597,1.829204076623643
2003-09-09 15:00:00,2003,9,9,15,44.0,21.666666666666668,11.974178568108643,1.8651244597950696
2003-09-09 16:00:00,2003,9,9,16,41.0,21.266666666666666,11.76232889152403,1.6776722973248295
2003-09-09 17:00:00,2003,9,9,17,41.0,19.866666666666667,10.140911952980128,2.083967736957113
2003-09-09 18:00:00,2003,9,9,18,39.0,18.6,9.33350339981112,2.1856744596474704
2003-09-09 19:00:00,2003,9,9,19,30.0,14.333333333333334,9.08426163889006,1.7245943907644719
2003-09-09 20:00:00,2003,9,9,20,24.0,13.133333333333333,8.365461874932691,1.2989918344172837
2003-09-09 21:00:00,2003,9,9,21,24.0,14.2,9.40516575383671,1.0419805728572324
2003-09-09 22:00:00,2003,9,9,22,24.0,14.6,7.835815209663893,1.1996199180918665
2003-09-09 23:00:00,2003,9,9,23,28.0,16.6,7.926447591990465,1.4382230965003158
2003-09-10 00:00:00,2003,9,10,0,22.0,17.066666666666666,8.907995338592233,0.5538095997828585
2003-09-10 01:00:00,2003,9,10,1,22.0,18.266666666666666,8.932018382255624,0.41797197157027643
2003-09-10 02:00:00,2003,9,10,2,22.0,17.866666666666667,6.738658902891866,0.6133762508085296
2003-09-10 03:00:00,2003,9,10,3,24.0,19.266666666666666,7.986297789398564,0.592681798018678
2003-09-10 04:00:00,2003,9,10,4,24.0,18.266666666666666,7.82365156493589,0.7328206382591267
2003-09-10 05:00:00,2003,9,10,5,19.0,19.133333333333333,7.099966465380228,-0.018779431421750016
2003-09-10 06:00:00,2003,9,10,6,20.0,15.733333333333333,5.188815811320491,0.8222813878569439
2003-09-10 07:00:00,2003,9,10,7,20.0,16.733333333333334,5.957788020334233,0.5483019294270569
2003-09-10 08:00:00,2003,9,10,8,24.0,16.533333333333335,6.833391405095869,1.0926736409535305
2003-09-10 09:00:00,2003,9,10,9,32.0,19.866666666666667,8.467304062996563,1.4329629883445296
2003-09-10 10:00:00,2003,9,10,10,35.0,18.266666666666666,10.599640604868684,1.5786698773208678
2003-09-10 11:00:00,2003,9,10,11,39.0,20.466666666666665,10.848743618283091,1.7083391391146543
2003-09-10 12:00:00,2003,9,10,12,35.0,21.266666666666666,9.572778867084272,1.4346234801845272
2003-09-10 13:00:00,2003,9,10,13,37.0,20.0,11.716898663286043,1.450895880261227
2003-09-10 14:00:00,2003,9,10,14,28.0,21.066666666666666,9.895645988201556,0.7006448433583672
2003-09-10 15:00:00,2003,9,10,15,30.0,19.066666666666666,10.538817137927134,1.0374345802041116
2003-09-10 16:00:00,2003,9,10,16,33.0,19.8,10.276186062932103,1.284523257866513
2003-09-10 17:00:00,2003,9,10,17,35.0,18.733333333333334,10.706918101773976,1.5192669367641396
2003-09-10 18:00:00,2003,9,10,18,28.0,17.933333333333334,9.706159065743968,1.0371421484524235
2003-09-10 19:00:00,2003,9,10,19,22.0,14.133333333333333,7.160074487508259,1.0986850318933352
2003-09-10 20:00:00,2003,9,10,20,13.0,11.066666666666666,5.229950377621278,0.36966571262434533
2003-09-10 21:00:00,2003,9,10,21,11.0,12.133333333333333,5.69293630822652,-0.19907711451041898
2003-09-10 22:00:00,2003,9,10,22,6.0,11.466666666666667,4.3730778090275875,-1.2500730390347785
2003-09-10 23:00:00,2003,9,10,23,7.0,11.666666666666666,5.887840577551898,-0.792593923901217
2003-09-11 00:00:00,2003,9,11,0,15.0,13.666666666666666,5.5763104374880434,0.23910672626288712
2003-09-11 01:00:00,2003,9,11,1,15.0,14.333333333333334,5.0095147564647515,0.13308008840703311
2003-09-11 02:00:00,2003,9,11,2,17.0,15.333333333333334,5.839112783226412,0.28543149080017366
2003-09-11 03:00:00,2003,9,11,3,17.0,13.933333333333334,5.560918046852473,0.551467696669694
2003-09-11 04:00:00,2003,9,11,4,19.0,14.333333333333334,4.894116973712515,0.9535257722143667
2003-09-11 05:00:00,2003,9,11,5,22.0,15.666666666666666,4.270608298368657,1.4830049704517794
2003-09-11 06:00:00,2003,9,11,6,22.0,14.466666666666667,6.3456021516217564,1.1871739124722822
2003-09-11 07:00:00,2003,9,11,7,19.0,14.4,6.080413519772201,0.7565274935728936
2003-09-11 08:00:00,2003,9,11,8,22.0,13.8,5.722137462771856,1.4330309352665993
2003-09-11 09:00:00,2003,9,11,9,30.0,15.666666666666666,7.970182527634454,1.7983695208530512
2003-09-11 10:00:00,2003,9,11,10,22.0,17.666666666666668,9.521904571390467,0.45509102730910306
2003-09-11 11:00:00,2003,9,11,11,19.0,17.533333333333335,7.989874544577984,0.1835656690832475
2003-09-11 12:00:00,2003,9,11,12,19.0,17.066666666666666,10.017603553364495,0.19299359602666724
2003-09-11 13:00:00,2003,9,11,13,28.0,17.8,10.269232827097788,0.9932582279257413
2003-09-11 14:00:00,2003,9,11,14,24.0,17.4,10.404669281488136,0.6343305896077488
2003-09-11 15:00:00,2003,9,11,15,26.0,17.666666666666668,8.050436249640377,1.0351405905121716
2003-09-11 16:00:00,2003,9,11,16,24.0,17.266666666666666,11.189706153850683,0.601743534705441
