available_capacity_MW,probability
150.3486,2.1148581469521907e-06
150.3596,1.8986397424453941e-06
150.6179,1.8365783349640272e-08
150.6332,1.857954705524491e-06
150.6879,2.0159419164164924e-10
150.8319,1.5167890989827256e-08
150.9629,1.7988953274648071e-06
151.3486,1.7265273218014183e-06
151.4519,1.6708926293714306e-08
151.4628,1.8552243068987616e-06
151.4803,2.259126166460376e-08
151.7904,1.5672174260212882e-06
152.0,1.4286142286921273e-09
152.2882,1.4339109015696625e-06
152.342,1.5131478556006927e-08
152.3945,1.3122484277219427e-08
152.6332,1.659060966022737e-06
152.842,1.3072305741010105e-06
152.8748,1.9937143257508406e-08
153.2882,1.3611303493835507e-08
153.4519,1.2003538593975903e-06
153.8595,1.4497011491204457e-06
154.0132,1.1430982577123145e-08
154.1179,1.1049066315693267e-06
154.2903,1.224909928178564e-08
154.3254,1.701092071890197e-08
154.8398,1.0034049154086724e-06
155.0,1.578153011143271e-05
155.1419,1.274670371922346e-06
155.142,1.8902688307216176e-06
155.3486,1.0944732936148865e-08
155.3596,1.8701119574827624e-06
155.6179,9.136513434038214e-07
155.6332,1.8300382287308232e-06
155.6879,1.0028801957930532e-08
155.8319,1.4939987653127312e-08
155.9629,1.7718662403110208e-06
156.3486,1.7005855914839955e-06
156.4519,8.312268888539692e-07
156.4628,9.601085824560434e-09
156.4803,1.118296681520025e-06
156.7904,1.5436693875389374e-06
157.0,7.106995026574472e-08
157.2882,1.4123658443684125e-06
157.342,7.527528473569101e-07
157.3945,1.2925313955084555e-08
157.6332,8.585908810988677e-09
157.842,1.287588937048528e-06
157.8748,9.86914386406052e-07
158.2882,6.771279768397967e-07
158.4519,1.1823180856726311e-06
158.8595,7.502437899779425e-09
159.0132,1.1259227712004948e-08
159.1179,1.0883049887802644e-06
159.2903,6.093617571999423e-07
159.3254,8.420625847273575e-07
159.8398,9.883283745477094e-07
160.0,0.0007811904772718495
160.1419,6.596625320907162e-09
160.142,9.356887447648536e-05
160.3486,5.444728253589207e-07
160.3596,9.257110320116635e-05
160.6179,8.999233841323729e-07
160.6332,9.058744159999428e-05
160.6879,9.878115390440813e-09
160.8319,7.395487185480951e-07
160.9629,8.770791071315099e-05
161.3486,8.417949720164416e-05
161.4519,8.187373883920007e-07
161.4628,4.776297746056579e-07
161.4803,5.787366183522513e-09
161.7904,7.64120980086645e-05
162.0,7.000209720591423e-08
162.2882,6.99125332115502e-05
162.342,7.414424492443391e-07
162.3945,6.39819763861296e-07
162.6332,4.271272817587801e-07
162.842,6.373603884798326e-05
162.8748,5.1074415584912745e-09
163.2882,6.669538711979397e-07
163.4519,5.8525100108299484e-05
163.8595,3.7322733996377436e-07
164.0132,5.573463392060745e-07
164.1179,5.387142359451528e-05
164.2903,6.002058648074962e-07
164.3254,4.357810058630139e-09
164.8398,4.892255118246861e-05
165.0,9.378776742213808e-07
165.1419,3.2816545157038153e-07
165.142,1.1233644152958589e-07
165.3486,5.362919138712941e-07
165.3596,1.1113854238676846e-07
165.6179,4.4546477622545575e-05
165.6332,1.0875700807077586e-07
165.6879,4.889794923720387e-07
165.8319,3.827284222085938e-09
165.9629,1.0529991558235654e-07
166.3486,1.0106379090579865e-07
166.4519,4.052774646578234e-05
166.4628,4.704532054034611e-07
166.4803,2.879068530691755e-07
166.7904,9.173844644524949e-08
167.0,3.465194382103543e-06
167.2882,8.393523212976391e-08
167.342,3.6701623778241584e-05
167.3945,3.3111707529053574e-09
167.6332,4.20709531738445e-07
167.842,7.651988806569673e-08
167.8748,2.540823199552477e-07
168.2882,3.301441680753008e-05
168.4519,7.026376584214843e-08
168.8595,3.6761945708919166e-07
169.0132,2.884357442290724e-09
169.1179,6.467667865623058e-08
169.2903,2.971037045708648e-05
169.3254,2.1679004584599428e-07
169.8398,5.873518668613134e-08
170.0,4.6657045914548494e-05
170.1419,3.232346407244509e-07
170.142,5.588454288214249e-06
170.3486,2.6546610702256946e-05
170.3596,5.5288618308569165e-06
170.6179,5.348138263704018e-08
170.6332,5.410386512611831e-06
170.6879,2.530547953288608e-09
170.8319,1.903977251896287e-07
170.9629,5.238404891344507e-06
171.3486,5.027668385970288e-06
171.4519,4.8656594905642274e-08
171.4628,2.3287574871904284e-05
171.4803,2.8358094299260305e-07
171.7904,4.563756047907615e-06
172.0,1.7932941336336362e-08
172.2882,4.175565840798861e-06
172.342,4.406304806670963e-08
172.3945,1.6472238341473623e-07
172.6332,2.082524809514403e-05
172.842,3.8066711992278423e-06
172.8748,2.5026463636607234e-07
173.2882,3.963627994974454e-08
173.4519,3.495444916894758e-06
173.8595,1.8197273465256684e-05
174.0132,1.4348949902304865e-07
174.1179,3.2175014382013703e-06
174.2903,3.5669524853733145e-08
174.3254,2.1353269287287675e-07
174.8398,2.921927216456534e-06
175.0,4.595600603684766e-05
175.1419,1.6000211733297188e-05
175.142,5.504485634949709e-06
175.3486,3.187119432234066e-08
175.3596,5.445788576951655e-06
175.6179,2.6605637321961916e-06
175.6332,5.329093395468018e-06
175.6879,1.2588837040349893e-07
175.8319,1.8753692688221088e-07
175.9629,5.159695863535472e-06
176.3486,4.952125754384135e-06
176.4519,2.4205427263665477e-06
176.4628,2.7958477726703474e-08
176.4803,1.403734179369007e-05
176.7904,4.495183875817226e-06
177.0,8.921185462773391e-07
177.2882,4.112826374358431e-06
177.342,2.1920253709954037e-06
177.3945,1.6224736689236249e-07
177.6332,2.5002270018404317e-08
177.842,3.7494745152191395e-06
177.8748,1.2388174615935845e-05
178.2882,1.9718048358837562e-06
178.4519,3.442924526265273e-06
178.8595,2.1847189656443084e-08
179.0132,1.4133351467224545e-07
179.1179,3.1691572541552986e-06
179.2903,1.7744687869155126e-06
179.3254,1.0569932388093526e-05
179.8398,2.878024147620436e-06
180.0,0.0022748785952893466
180.1419,1.9209452501111758e-08
180.142,0.00027247878196779275
180.3486,1.5855114347225029e-06
180.3596,0.00026957320569253576
180.6179,2.620587749214969e-06
180.6332,0.00026379665125658935
180.6879,1.2399684971114176e-07
180.8319,9.283134169042257e-06
180.9629,0.0002554112659126321
181.3486,0.0002451362912346403
181.4519,2.3841731503764716e-06
181.4628,1.3908636646870166e-06
181.4803,1.6852880131992678e-08
181.7904,0.00022251710848821753
182.0,8.787141254804814e-07
182.2882,0.0002035899437750894
182.342,2.1590893552687723e-06
182.3945,8.031293358996036e-06
182.6332,1.243799796370114e-06
182.842,0.00018560358163883652
182.8748,1.4872931422843062e-08
183.2882,1.9421777175374824e-06
183.4519,0.0001704289816594957
183.8595,1.086842515737194e-06
184.0132,6.9960513969007045e-06
184.1179,0.000156877166323011
184.2903,1.747806717832924e-06
184.3254,1.2689995453404167e-08
184.8398,0.0001424657209092119
185.0,1.1146700146908996e-05
185.1419,9.556217532118728e-07
185.142,1.335121480891013e-06
185.3486,1.5616885217946924e-06
185.3596,1.3208844189390793e-06
185.6179,0.00012972230382654785
185.6332,1.2925798226792505e-06
185.6879,6.137881277803347e-06
185.8319,1.1145097818334764e-08
185.9629,1.2514921900297866e-06
186.3486,1.2011457398984161e-06
186.4519,0.00011801949157431699
186.4628,1.3699654086084705e-06
186.4803,8.383882287885247e-07
186.7904,1.090313782463587e-06
187.0,4.349661295341248e-05
187.2882,9.975723807354823e-07
187.342,0.00010687756798708349
187.3945,9.642169170866129e-09
187.6332,1.2251112309018116e-06
187.842,9.094408268663284e-07
187.8748,7.398907803788089e-07
188.2882,9.61401762009387e-05
188.4519,8.35086654222012e-07
188.8595,1.0705122931657112e-06
189.0132,8.399283662254801e-09
189.1179,7.686839801123355e-07
189.2903,8.651857360957431e-05
189.3254,6.312952283637933e-07
189.8398,6.980691960777909e-07
190.0,0.0005545201840760284
190.1419,9.412631725544761e-07
190.142,6.641892215543674e-05
190.3486,7.730549490944187e-05
190.3596,6.57106642755047e-05
190.6179,6.356276005739276e-07
190.6332,6.43025820878314e-05
190.6879,7.368986162730585e-09
190.8319,5.544404722757447e-07
190.9629,6.225857612016867e-05
191.3486,5.975396736363332e-05
191.4519,5.782848749791148e-07
191.4628,6.781496594441671e-05
191.4803,8.257911264676412e-07
191.7904,5.424035735993097e-05
192.0,5.222094147348117e-08
192.2882,4.9626706819416665e-05
192.342,5.236904533058704e-07
192.3945,4.796735673385423e-07
192.6332,6.064450670044101e-05
192.842,4.524238456885523e-05
192.8748,7.2877363971931e-07
193.2882,4.710782010090325e-07
193.4519,4.1543452242862725e-05
193.8595,5.2991669897601e-05
194.0132,4.1784315188489795e-07
194.1179,3.824008688942679e-05
194.2903,4.23933215232321e-07
194.3254,6.218097772168042e-07
194.8398,3.4727179703869896e-05
195.0,0.0005461883071985407
195.1419,4.6593680096165276e-05
195.142,6.54209525636596e-05
195.3486,3.7878995971402445e-07
195.3596,6.472333652801486e-05
195.6179,3.162086800834943e-05
195.6332,6.333641131128326e-05
195.6879,3.6658845304493065e-07
195.8319,5.461097930984035e-07
195.9629,6.132311731145953e-05
196.3486,5.885614125502237e-05
196.4519,2.8768212214870107e-05
196.4628,3.32287222896443e-07
196.4803,4.0877672360710986e-05
196.7904,5.3425375340715754e-05
197.0,2.597859967241362e-06
197.2882,4.888104665603862e-05
197.342,2.605227760132739e-05
197.3945,4.724662893724403e-07
197.6332,2.9715261867020614e-07
197.842,4.456260051645008e-05
197.8748,3.607518791949157e-05
198.2882,2.3434950908782674e-05
198.4519,4.0919246056878586e-05
198.8595,2.596544078684832e-07
199.0132,4.1156489945048526e-07
199.1179,3.766551502550443e-05
199.2903,2.1089606919385667e-05
199.3254,3.078034569405273e-05
199.8398,3.420539060781174e-05
200.0,0.02703637838642888
200.1419,2.2830483431002482e-07
200.142,0.0032383440007784214
200.3486,1.8843843955470412e-05
200.3596,0.003203811933981034
200.6179,3.114575242812244e-05
200.6332,0.0031351589905565143
200.6879,3.610803219737987e-07
200.8319,2.703310374712165e-05
200.9629,0.0030355007267947915
201.3486,0.002913385153735022
201.4519,2.833595887397662e-05
201.4628,1.653045022994931e-05
201.4803,2.002969114272578e-07
201.7904,0.002644561672433469
202.0,2.558826132200578e-06
202.2882,0.0024196169267991156
202.342,2.566083221198764e-05
202.3945,2.3387660098820736e-05
202.6332,1.4782592393442072e-05
202.842,0.0022058533907941455
202.8748,1.7676517037640857e-07
203.2882,2.3082831849442583e-05
203.4519,0.0020255069636249314
203.8595,1.2917151098507875e-05
204.0132,2.0372966693006894e-05
204.1179,0.0018644469369409106
204.2903,2.0772727546383725e-05
204.3254,1.508209205450666e-07
204.8398,0.0016931704160269318
205.0,1.1321660022768645e-05
205.1419,1.1357588979564367e-05
205.142,1.3560776998146031e-06
205.3486,1.8560708025987196e-05
205.3596,1.3416171713157196e-06
205.6179,0.0015417180058207667
205.6332,1.3128683028872123e-06
205.6879,1.787391826391023e-05
205.8319,1.3245977263728231e-07
205.9629,1.2711357540730565e-06
206.3486,1.2199990603225999e-06
206.4519,0.0014026329307350763
206.4628,1.62820739219257e-05
206.4803,9.964265543224694e-06
206.7904,1.1074274718527102e-06
207.0,0.00012666502812587352
207.2882,1.0132303905136402e-06
207.342,0.0012702138809093393
207.3945,1.1459742722060488e-07
207.6332,1.4560478314840095e-05
207.842,9.237155137308846e-07
207.8748,8.793620849533456e-06
208.2882,0.0011426025930741659
208.4519,8.481942695188359e-07
208.8595,1.2723065985555671e-05
209.0132,9.982570116056139e-08
209.1179,7.807493314686334e-07
209.2903,0.0010282521882294248
209.3254,7.502959936206595e-06
209.8398,7.090261697361415e-07
210.0,0.0005632239960821775
210.1419,1.1186936881191214e-05
210.142,6.746144112714062e-05
210.3486,0.0009187569903949017
210.3596,6.674206635080726e-05
210.6179,6.456044838329806e-07
210.6332,6.531188274464162e-05
210.6879,8.758058902603828e-08
210.8319,6.589539194329448e-06
210.9629,6.323579382636165e-05
211.3486,6.0691872445341454e-05
211.4519,5.873617002820647e-07
211.4628,0.0008059643636951251
211.4803,9.814548659935631e-06
211.7904,5.50917201906525e-05
212.0,6.206472251057971e-07
212.2882,5.0405653265451285e-05
212.342,5.319103583442854e-07
212.3945,5.700932616782617e-06
212.6332,0.0007207452009116555
212.842,4.595251419317784e-05
212.8748,8.661493348444017e-06
213.2882,4.784722981393462e-07
213.4519,4.219552300384108e-05
213.8595,0.0006297930982545665
214.0132,4.966076547633988e-06
214.1179,3.884030765134364e-05
214.2903,4.305873192929202e-07
214.3254,7.39022510670826e-06
214.8398,3.527226147424744e-05
215.0,0.0005547613411156635
215.1419,0.000553754546772162
215.142,6.644780729091554e-05
215.3486,3.84735490091176e-07
215.3596,6.573924139447024e-05
215.6179,3.2117192756337677e-05
215.6332,6.433054684147338e-05
215.6879,4.356913140941804e-06
215.8319,6.490528859226832e-06
215.9629,6.228565194957975e-05
216.3486,5.977995395580738e-05
216.4519,2.9219761352415845e-05
216.4628,3.3750284101673756e-07
216.4803,0.00048582118614557405
216.7904,5.4263946120782785e-05
217.0,3.087563215804091e-05
217.2882,4.964828913516835e-05
217.342,2.646119711965258e-05
217.3945,5.615273933809638e-06
217.6332,3.0181676003838725e-07
217.842,4.5262060172813334e-05
217.8748,0.0004287448275141233
218.2882,2.3802788569053328e-05
218.4519,4.156151920642295e-05
218.8595,2.637299730463693e-07
219.0132,4.891459356867507e-06
219.1179,3.825671724196303e-05
219.2903,2.1420631793107395e-05
219.3254,0.0003658169164599523
219.8398,3.4742282317070926e-05
220.0,0.02746134700885983
220.1419,2.3188833300852675e-07
220.142,0.0032892455886057
220.3486,1.91396190777681e-05
220.3596,0.003254170732953725
220.6179,3.1634619707816044e-05
220.6332,0.0031844386750717896
220.6879,4.291448862275875e-06
220.8319,0.0003212818580210025
220.9629,0.0030832139428112405
221.3486,0.0029591789082718733
221.4519,2.8780723313821163e-05
221.4628,1.6789914060681137e-05
221.4803,2.0344079457621843e-07
221.7904,0.0026861299518385197
222.0,3.0411714030184047e-05
222.2882,0.0024576494346112043
222.342,2.606360755886998e-05
222.3945,0.0002779566475829785
222.6332,1.5014621648374315e-05
222.842,0.002240525877743839
222.8748,1.7953969663599775e-07
223.2882,2.3445142608827955e-05
223.4519,0.0020573446932110827
223.8595,1.3119900174276452e-05
224.0132,0.00024212775024866245
224.1179,0.0018937530605297528
224.2903,2.1098778645353086e-05
224.3254,1.531882229025199e-07
224.8398,0.0017197843466708745
225.0,0.00013080347963147592
225.1419,1.1535858990575698e-05
225.142,1.5667285665677586e-05
225.3486,1.8852039014467623e-05
225.3596,1.5500217634915295e-05
225.6179,0.0015659513468306528
225.6332,1.5168070933958573e-05
225.6879,0.0002124271679516655
225.8319,1.3453887632461374e-07
225.9629,1.4685918794801942e-05
226.3486,1.4095116963095538e-05
226.4519,0.0014246800768369366
226.4628,1.6537639209820136e-05
226.4803,1.0120665790786624e-05
226.7904,1.2794534234953942e-05
227.0,0.0015053830282768103
227.2882,1.1706239233558339e-05
227.342,0.0012901796113576776
227.3945,1.1639616149856175e-07
227.6332,1.478902124188097e-05
227.842,1.0672039536833663e-05
227.8748,8.931646524568577e-06
228.2882,0.00116056247819726
228.4519,9.799513643177769e-06
228.8595,1.2922768679272092e-05
229.0132,1.0139257674279344e-07
229.1179,9.020296411539112e-06
229.2903,0.0010444146678965543
229.3254,7.620727250453641e-06
229.8398,8.191651221177103e-06
230.0,0.0065071427998486765
230.1419,1.136252831741781e-05
230.142,0.0007794078980147689
230.3486,0.0009331983806941629
230.3596,0.0007710966853733116
230.6179,7.458916164344045e-06
230.6332,0.0007545732257550099
230.6879,8.89552639326706e-08
230.8319,6.69296935251235e-06
230.9629,0.0007305873743878745
231.3486,0.0007011964751842984
231.4519,6.786014952281357e-06
231.4628,0.00081863283431913
231.4803,9.9685989342347e-06
231.7904,0.0006364957687590725
232.0,6.303889746842369e-07
232.2882,0.0005823558406593418
232.342,6.14536433557766e-06
232.3945,5.790415104852693e-06
232.6332,0.0007320741626082744
232.842,0.0005309070173626848
232.8748,8.79744513516389e-06
233.2882,5.527973934743754e-06
233.4519,0.00048750105750152036
233.8595,0.00063969243837906
234.0132,5.0440246510935125e-06
234.1179,0.00044873696794777915
234.2903,4.974740412221813e-06
234.3254,7.506222922223473e-06
234.8398,0.0004075139622656287
235.0,0.006409370501942318
235.1419,0.0005624586824941552
235.142,0.0007676969976182015
235.3486,4.444996647173692e-06
235.3596,0.0007595106641108492
235.6179,0.0003710622435292366
235.6332,0.0007432354757639697
235.6879,4.425299746145482e-06
235.8319,6.592404939906071e-06
235.9629,0.000719610020945295
236.3486,0.0006906607311916813
236.4519,0.000337587107474603
236.4628,3.899299740649014e-06
236.4803,0.000493457518100733
236.7904,0.000626932177512743
237.0,3.136025959919057e-05
237.2882,0.0005736057224443585
237.342,0.0003057163570981817
237.3945,5.703411913429525e-06
237.6332,3.487004762969818e-06
237.842,0.0005229299373048493
237.8748,0.0004354840104075885
238.2882,0.00027500274372336354
238.4519,0.00048017616851571046
238.8595,3.0469735081432407e-06
239.0132,4.968236260396878e-06
239.1179,0.0004419945241654164
239.2903,0.0002474807730322468
239.3254,0.0003715669732474382
239.8398,0.00040139090983767797
240.0,0.31726383984614476
240.1419,2.679094830833851e-06
240.142,0.038001001382100975
240.3486,0.0002211273584578832
240.3596,0.037595777873487043
240.6179,0.0003654868920528581
240.6332,0.03679015605031651
240.6879,4.358807932700858e-06
240.8319,0.00032633189492549327
240.9629,0.035620696036792104
241.3486,0.03418770619398822
241.4519,0.00033251473266178645
241.4628,0.0001939803153807717
241.4803,2.3504295108708063e-06
241.7904,0.03103314278688078
242.0,3.0889059759527596e-05
242.2882,0.028393483260995746
242.342,0.0003011228524433053
242.3945,0.0002823256814798468
242.6332,0.00017346968139016523
242.842,0.02588503189659004
242.8748,2.074290961284768e-06
243.2882,0.00027087072280244386
243.4519,0.023768720341527667
243.8595,0.00015157923765258044
244.0132,0.0002459336111892361
244.1179,0.021878728946188114
244.2903,0.00024376228019886876
244.3254,1.7698422805414438e-06
244.8398,0.019868850036965063
245.1419,0.00013327820244299715
245.3486,0.00021780483571151083
245.6179,0.018091601156616476
245.6879,0.00021576618324583826
245.8319,1.5543792282736951e-06
246.4519,0.016459479266758427
246.4628,0.00019106568729180162
246.4803,0.00011692793273776486
247.0,0.0015290452415590023
247.342,0.014905581195943613
247.3945,1.3447694869074434e-06
247.6332,0.00017086323338552103
247.8748,0.00010319073721542913
248.2882,0.01340810077872097
248.8595,0.00014930170189901876
249.0132,1.1714273189697474e-06
249.2903,0.012066232869844004
249.3254,8.804518415824862e-05
250.1419,0.00013127564671085864
250.3486,0.010781339367719788
250.6879,1.0277342748792604e-06
250.8319,7.732644140654495e-05
251.4628,0.009457751520944182
251.4803,0.00011517104603266946
252.0,7.283125552630061e-06
252.3945,6.689888609110263e-05
252.6332,0.008457730052583292
252.8748,0.0001016402571029536
253.8595,0.007390434244001429
254.0132,5.827555096894956e-05
254.3254,8.672227174653073e-05
255.1419,0.006498144512187503
255.6879,5.112718488667028e-05
255.8319,7.616458218541104e-05
256.4803,0.0057009667786171395
257.0,0.00036231710451215215
257.3945,6.58937048584647e-05
257.8748,0.005031192726596204
259.0132,5.73999386295176e-05
259.3254,0.004292752451453271
260.6879,5.035897946908374e-05
260.8319,0.0037701468181778465
262.0,0.00035687315207887294
262.3945,0.003261738390494003
264.0132,0.0028412969621611217
265.6879,0.0024927694837196456
267.0,0.017665221027904212
